user,time slot,region,ground truth,sensing traffic,prediction,noise(pp),with accident
36,93,2,43.0,43.0,56.0,0.0,0.0
36,63,12,29.0,29.0,46.0,0.0,0.0
36,96,29,0.0,0.0,4.0,0.0,0.0
36,1,9,353.0,353.0,366.0,0.0,0.0
36,26,19,16.0,16.0,14.0,0.0,0.0
36,53,8,192.0,192.0,205.0,0.0,0.0
36,78,5,18.0,18.0,17.0,0.0,0.0
36,112,20,141.0,141.0,148.0,0.0,0.0
36,46,21,189.0,189.0,184.0,0.0,0.0
36,39,11,44.0,44.0,61.0,0.0,0.0
36,116,1,64.0,64.0,49.0,0.0,0.0
36,95,11,57.0,57.0,60.0,0.0,0.0
36,2,15,130.0,130.0,113.0,0.0,0.0
36,98,30,48.0,48.0,47.0,0.0,0.0
36,30,12,5.0,5.0,5.0,0.0,0.0
36,108,15,64.0,64.0,52.0,0.0,0.0
36,3,12,43.0,43.0,46.0,0.0,0.0
36,75,21,53.0,53.0,46.0,0.0,0.0
36,65,24,85.0,85.0,79.0,0.0,0.0
36,47,18,209.0,209.0,183.0,0.0,0.0
36,19,25,59.0,59.0,57.0,0.0,0.0
36,59,13,143.0,143.0,135.0,0.0,0.0
36,33,30,12.0,12.0,10.0,0.0,0.0
36,14,28,14.0,14.0,12.0,0.0,0.0
36,97,12,36.0,36.0,35.0,0.0,0.0
37,78,9,43.0,43.0,34.0,0.0,0.0
37,102,21,100.0,100.0,107.0,0.0,0.0
37,81,6,38.0,38.0,34.0,0.0,0.0
37,24,4,54.0,54.0,55.0,0.0,0.0
37,95,16,46.0,46.0,54.0,0.0,0.0
37,105,8,99.0,99.0,96.0,0.0,0.0
37,69,26,134.0,134.0,135.0,0.0,0.0
37,113,30,26.0,26.0,27.0,0.0,0.0
37,7,5,133.0,133.0,127.0,0.0,0.0
37,43,15,130.0,130.0,105.0,0.0,0.0
37,65,31,0.0,0.0,0.0,0.0,0.0
37,70,5,117.0,117.0,87.0,0.0,0.0
37,1,5,128.0,128.0,147.0,0.0,0.0
37,20,27,86.0,86.0,105.0,0.0,0.0
37,63,17,0.0,0.0,1.0,0.0,0.0
37,104,31,0.0,0.0,2.0,0.0,0.0
37,2,0,85.0,85.0,82.0,0.0,0.0
37,117,16,27.0,27.0,25.0,0.0,0.0
37,33,16,13.0,13.0,9.0,0.0,0.0
37,42,0,47.0,47.0,74.0,0.0,0.0
37,17,30,57.0,57.0,53.0,0.0,0.0
37,44,10,187.0,187.0,203.0,0.0,0.0
37,12,12,22.0,22.0,47.0,0.0,1.0
37,119,29,0.0,0.0,2.0,0.0,0.0
37,71,0,43.0,43.0,46.0,0.0,0.0
37,53,29,6.0,6.0,8.0,0.0,0.0
37,8,26,136.0,136.0,136.0,0.0,0.0
37,32,7,20.0,20.0,16.0,0.0,0.0
37,73,22,45.0,45.0,39.0,0.0,0.0
37,13,19,83.0,83.0,69.0,0.0,0.0
38,90,5,80.0,80.0,84.0,0.0,0.0
38,100,4,65.0,65.0,55.0,0.0,0.0
38,41,19,77.0,77.0,92.0,0.0,0.0
38,4,31,1.0,1.0,1.0,0.0,0.0
38,10,4,84.0,84.0,72.0,0.0,0.0
38,78,5,18.0,18.0,17.0,0.0,0.0
38,1,28,11.0,11.0,12.0,0.0,0.0
38,37,12,19.0,19.0,26.0,0.0,0.0
38,102,26,68.0,68.0,85.0,0.0,0.0
38,14,17,0.0,0.0,1.0,0.0,0.0
38,21,19,55.0,55.0,44.0,0.0,0.0
38,91,12,26.0,26.0,38.0,0.0,0.0
38,35,6,73.0,73.0,70.0,0.0,0.0
38,25,7,65.0,65.0,62.0,0.0,0.0
38,65,20,237.0,237.0,264.0,0.0,0.0
38,70,16,52.0,52.0,44.0,0.0,0.0
38,44,29,7.0,7.0,8.0,0.0,0.0
38,57,0,47.0,47.0,62.0,0.0,0.0
38,11,23,61.0,61.0,54.0,0.0,0.0
38,53,15,88.0,88.0,95.0,0.0,0.0
38,64,10,158.0,158.0,160.0,0.0,0.0
38,68,28,16.0,16.0,17.0,0.0,0.0
38,52,3,55.0,55.0,64.0,0.0,0.0
38,15,29,2.0,2.0,6.0,0.0,0.0
38,115,3,53.0,53.0,36.0,0.0,0.0
38,75,16,15.0,15.0,16.0,0.0,0.0
38,59,16,49.0,49.0,68.0,0.0,0.0
38,117,9,152.0,152.0,133.0,0.0,0.0
38,22,20,261.0,261.0,279.0,0.0,0.0
38,112,20,141.0,141.0,148.0,0.0,0.0
39,103,5,77.0,107.0,61.0,0.3923936617165724,0.0
39,61,31,0.0,0.0,1.0,0.2205016055098285,1.0
39,49,24,138.0,182.0,156.0,0.3168462156036595,0.0
39,3,30,83.0,112.0,78.0,0.3547144388481784,0.0
39,30,24,12.0,16.0,10.0,0.3533707631532397,0.0
39,10,16,71.0,80.0,66.0,0.1319013699925553,0.0
39,39,17,1.0,1.0,1.0,0.4112011729177717,0.0
39,12,21,170.0,266.0,157.0,0.5627496773444567,0.0
39,105,25,45.0,56.0,34.0,0.2391780984547005,0.0
39,23,9,174.0,223.0,183.0,0.2826732854506142,0.0
39,16,12,17.0,31.0,34.0,0.4051692376823901,1.0
39,56,30,38.0,52.0,67.0,0.1794778497969262,1.0
39,1,15,100.0,144.0,104.0,0.4393786865488983,0.0
39,96,6,148.0,182.0,166.0,0.2292554815921145,0.0
39,46,14,115.0,160.0,118.0,0.3930989720839543,0.0
39,67,1,83.0,120.0,105.0,0.4404646842182865,0.0
39,52,4,86.0,123.0,87.0,0.4305913131386103,0.0
39,15,16,68.0,98.0,79.0,0.437015985683814,0.0
39,104,4,45.0,55.0,42.0,0.2307503559270061,0.0
39,31,7,10.0,11.0,16.0,0.1498890197204646,0.0
39,63,30,52.0,59.0,57.0,0.1295067857164174,0.0
39,36,23,45.0,57.0,44.0,0.274076868561487,0.0
39,34,27,11.0,19.0,25.0,0.3591372609904819,1.0
39,51,14,110.0,122.0,111.0,0.1124064273436128,0.0
39,55,7,221.0,286.0,183.0,0.2947338954777635,0.0
39,60,29,5.0,8.0,5.0,0.2800638153671678,1.0
39,89,22,121.0,132.0,104.0,0.089629234337846,0.0
39,7,2,116.0,157.0,130.0,0.3527786105752625,0.0
39,21,30,54.0,72.0,50.0,0.3319805606449927,0.0
39,90,22,108.0,151.0,100.0,0.3979755354826603,0.0
40,48,16,74.0,74.0,89.0,0.0,0.0
40,64,27,71.0,71.0,65.0,0.0,0.0
40,49,15,106.0,106.0,103.0,0.0,0.0
40,27,15,13.0,13.0,19.0,0.0,0.0
40,117,18,70.0,70.0,63.0,0.0,0.0
40,68,11,58.0,58.0,40.0,0.0,0.0
40,67,23,54.0,54.0,43.0,0.0,0.0
40,63,14,78.0,78.0,113.0,0.0,0.0
40,13,7,232.0,232.0,211.0,0.0,0.0
40,16,30,49.0,49.0,49.0,0.0,0.0
40,109,26,57.0,57.0,73.0,0.0,0.0
40,11,2,69.0,69.0,95.0,0.0,0.0
40,114,22,71.0,71.0,75.0,0.0,0.0
40,1,17,1.0,1.0,1.0,0.0,0.0
40,105,3,29.0,29.0,35.0,0.0,0.0
40,10,7,189.0,189.0,183.0,0.0,0.0
40,106,13,113.0,113.0,88.0,0.0,0.0
40,95,27,59.0,59.0,61.0,0.0,0.0
40,31,16,11.0,11.0,7.0,0.0,0.0
40,102,5,60.0,60.0,66.0,0.0,0.0
40,50,4,107.0,107.0,92.0,0.0,0.0
40,57,21,175.0,175.0,135.0,0.0,0.0
40,86,13,82.0,82.0,76.0,0.0,0.0
40,35,5,28.0,28.0,27.0,0.0,0.0
40,52,19,100.0,100.0,104.0,0.0,0.0
40,44,11,80.0,80.0,72.0,0.0,0.0
40,84,8,47.0,47.0,39.0,0.0,0.0
40,99,0,36.0,36.0,40.0,0.0,0.0
40,33,17,0.0,0.0,1.0,0.0,0.0
40,9,5,109.0,109.0,113.0,0.0,0.0
41,60,28,14.0,14.0,11.0,0.0,0.0
41,104,4,45.0,45.0,42.0,0.0,0.0
41,37,1,49.0,49.0,50.0,0.0,0.0
41,103,29,3.0,3.0,5.0,0.0,0.0
41,89,29,4.0,4.0,5.0,0.0,0.0
41,42,5,107.0,107.0,120.0,0.0,0.0
41,44,16,111.0,111.0,91.0,0.0,0.0
41,109,6,117.0,117.0,133.0,0.0,0.0
41,81,24,20.0,20.0,15.0,0.0,0.0
41,77,8,21.0,21.0,28.0,0.0,0.0
41,48,22,146.0,146.0,154.0,0.0,0.0
41,50,30,71.0,71.0,86.0,0.0,0.0
41,74,31,0.0,0.0,0.0,0.0,0.0
41,51,19,105.0,105.0,92.0,0.0,0.0
41,115,4,66.0,66.0,48.0,0.0,0.0
41,64,20,229.0,229.0,233.0,0.0,0.0
41,38,10,157.0,157.0,169.0,0.0,0.0
41,86,10,107.0,107.0,112.0,0.0,0.0
41,96,27,49.0,49.0,56.0,0.0,0.0
41,72,3,46.0,46.0,25.0,0.0,0.0
41,30,22,21.0,21.0,17.0,0.0,0.0
41,24,28,14.0,14.0,10.0,0.0,0.0
41,55,5,121.0,121.0,98.0,0.0,0.0
41,27,26,17.0,17.0,30.0,0.0,0.0
41,33,29,0.0,0.0,1.0,0.0,0.0
41,65,9,250.0,250.0,243.0,0.0,0.0
41,21,8,129.0,129.0,122.0,0.0,0.0
41,94,28,11.0,11.0,10.0,0.0,0.0
41,17,17,0.0,0.0,1.0,0.0,0.0
41,76,19,6.0,6.0,9.0,0.0,0.0
42,77,8,21.0,21.0,28.0,0.0,0.0
42,117,27,44.0,44.0,42.0,0.0,0.0
42,21,10,146.0,146.0,133.0,0.0,0.0
42,106,30,33.0,33.0,35.0,0.0,0.0
42,111,29,6.0,6.0,3.0,0.0,0.0
42,39,1,65.0,65.0,69.0,0.0,0.0
42,105,30,45.0,45.0,38.0,0.0,0.0
42,30,14,10.0,10.0,14.0,0.0,0.0
42,50,5,134.0,134.0,120.0,0.0,0.0
42,113,30,26.0,26.0,27.0,0.0,0.0
42,63,24,82.0,82.0,91.0,0.0,0.0
42,94,16,63.0,63.0,52.0,0.0,0.0
42,46,3,79.0,79.0,72.0,0.0,0.0
42,45,7,254.0,254.0,259.0,0.0,0.0
42,11,29,6.0,6.0,7.0,0.0,0.0
42,74,28,5.0,5.0,5.0,0.0,0.0
42,55,1,119.0,119.0,91.0,0.0,0.0
42,100,23,37.0,37.0,41.0,0.0,0.0
42,14,8,177.0,177.0,197.0,0.0,0.0
42,89,0,42.0,42.0,39.0,0.0,0.0
42,3,23,61.0,61.0,64.0,0.0,0.0
42,98,5,70.0,70.0,81.0,0.0,0.0
42,22,15,65.0,65.0,72.0,0.0,0.0
42,1,31,0.0,0.0,1.0,0.0,0.0
42,76,26,36.0,36.0,31.0,0.0,0.0
42,68,25,51.0,51.0,55.0,0.0,0.0
42,34,25,8.0,8.0,15.0,0.0,1.0
42,116,6,86.0,86.0,117.0,0.0,0.0
42,26,24,23.0,23.0,27.0,0.0,0.0
42,49,23,80.0,80.0,67.0,0.0,0.0
43,114,15,38.0,38.0,53.0,0.0,0.0
43,82,5,26.0,26.0,19.0,0.0,0.0
43,9,9,378.0,378.0,329.0,0.0,0.0
43,58,17,1.0,1.0,1.0,0.0,0.0
43,102,16,50.0,50.0,55.0,0.0,0.0
43,96,16,43.0,43.0,58.0,0.0,0.0
43,20,11,41.0,41.0,56.0,0.0,0.0
43,13,14,98.0,98.0,119.0,0.0,0.0
43,65,5,81.0,81.0,85.0,0.0,0.0
43,33,22,32.0,32.0,26.0,0.0,0.0
43,71,19,19.0,19.0,34.0,0.0,0.0
43,91,15,60.0,60.0,69.0,0.0,0.0
43,51,22,169.0,169.0,161.0,0.0,0.0
43,77,13,34.0,34.0,24.0,0.0,0.0
43,57,11,62.0,62.0,65.0,0.0,0.0
43,53,11,73.0,73.0,75.0,0.0,0.0
43,85,1,37.0,37.0,34.0,0.0,0.0
43,113,7,83.0,83.0,104.0,0.0,0.0
43,106,23,29.0,29.0,35.0,0.0,0.0
43,104,26,80.0,80.0,67.0,0.0,0.0
43,98,16,46.0,46.0,57.0,0.0,0.0
43,16,7,199.0,199.0,180.0,0.0,0.0
43,87,15,60.0,60.0,68.0,0.0,0.0
43,84,22,73.0,73.0,61.0,0.0,0.0
43,14,0,64.0,64.0,57.0,0.0,0.0
43,74,4,18.0,18.0,24.0,0.0,0.0
43,95,18,119.0,119.0,114.0,0.0,0.0
43,23,23,30.0,30.0,30.0,0.0,0.0
43,61,21,148.0,148.0,141.0,0.0,0.0
43,37,30,44.0,44.0,43.0,0.0,0.0
44,90,2,49.0,49.0,50.0,0.0,0.0
44,38,8,146.0,146.0,112.0,0.0,0.0
44,52,10,209.0,209.0,203.0,0.0,0.0
44,51,5,122.0,122.0,112.0,0.0,0.0
44,114,6,129.0,129.0,134.0,0.0,0.0
44,106,6,174.0,174.0,133.0,0.0,0.0
44,69,4,67.0,67.0,79.0,0.0,0.0
44,7,1,128.0,128.0,132.0,0.0,0.0
44,95,21,125.0,125.0,111.0,0.0,0.0
44,107,27,59.0,59.0,53.0,0.0,0.0
44,57,4,63.0,63.0,80.0,0.0,0.0
44,113,5,62.0,62.0,61.0,0.0,0.0
44,18,5,104.0,104.0,96.0,0.0,0.0
44,71,6,73.0,73.0,159.0,0.0,0.0
44,16,3,62.0,62.0,53.0,0.0,0.0
44,82,24,42.0,42.0,21.0,0.0,0.0
44,26,17,0.0,0.0,0.0,0.0,0.0
44,75,15,27.0,27.0,23.0,0.0,0.0
44,21,20,305.0,305.0,288.0,0.0,0.0
44,11,18,164.0,164.0,158.0,0.0,0.0
44,73,9,72.0,72.0,93.0,0.0,0.0
44,60,23,46.0,46.0,52.0,0.0,0.0
44,36,4,26.0,26.0,33.0,0.0,0.0
44,34,17,0.0,0.0,1.0,0.0,0.0
44,32,24,11.0,11.0,13.0,0.0,0.0
44,27,30,11.0,11.0,10.0,0.0,0.0
44,116,2,67.0,67.0,50.0,0.0,0.0
44,87,19,68.0,68.0,58.0,0.0,0.0
44,1,3,81.0,81.0,73.0,0.0,0.0
44,81,13,26.0,26.0,26.0,0.0,0.0
45,51,11,84.0,84.0,77.0,0.0,0.0
45,106,13,113.0,113.0,88.0,0.0,0.0
45,111,4,42.0,42.0,40.0,0.0,0.0
45,65,17,0.0,0.0,1.0,0.0,0.0
45,40,26,122.0,122.0,123.0,0.0,0.0
45,18,6,230.0,230.0,267.0,0.0,0.0
45,112,15,37.0,37.0,56.0,0.0,0.0
45,9,2,91.0,91.0,108.0,0.0,0.0
45,114,21,93.0,93.0,95.0,0.0,0.0
45,19,20,281.0,281.0,311.0,0.0,0.0
45,4,10,194.0,194.0,241.0,0.0,0.0
45,49,26,113.0,113.0,136.0,0.0,0.0
45,82,25,13.0,13.0,11.0,0.0,0.0
45,72,17,0.0,0.0,0.0,0.0,0.0
45,14,5,99.0,99.0,100.0,0.0,0.0
45,85,25,38.0,38.0,30.0,0.0,0.0
45,8,20,353.0,353.0,331.0,0.0,0.0
45,67,21,173.0,173.0,149.0,0.0,0.0
45,34,23,15.0,15.0,17.0,0.0,0.0
45,118,4,46.0,46.0,38.0,0.0,0.0
45,38,4,58.0,58.0,48.0,0.0,0.0
45,45,15,115.0,115.0,119.0,0.0,0.0
45,104,2,47.0,47.0,41.0,0.0,0.0
45,93,11,56.0,56.0,54.0,0.0,0.0
45,61,2,77.0,77.0,80.0,0.0,0.0
45,119,1,5.0,5.0,37.0,0.0,0.0
45,75,14,31.0,31.0,27.0,0.0,0.0
45,115,19,21.0,21.0,32.0,0.0,0.0
45,97,16,44.0,44.0,53.0,0.0,0.0
45,79,11,21.0,21.0,9.0,0.0,0.0
46,87,1,59.0,59.0,45.0,0.0,0.0
46,102,25,32.0,32.0,45.0,0.0,0.0
46,108,1,60.0,60.0,54.0,0.0,0.0
46,105,31,0.0,0.0,2.0,0.0,0.0
46,100,13,100.0,100.0,106.0,0.0,0.0
46,92,6,167.0,167.0,153.0,0.0,0.0
46,20,25,52.0,52.0,58.0,0.0,0.0
46,5,24,169.0,169.0,151.0,0.0,0.0
46,97,13,111.0,111.0,105.0,0.0,0.0
46,94,6,202.0,202.0,183.0,0.0,0.0
46,61,19,50.0,50.0,57.0,0.0,0.0
46,67,16,51.0,51.0,50.0,0.0,0.0
46,84,23,34.0,34.0,29.0,0.0,0.0
46,21,26,144.0,144.0,132.0,0.0,0.0
46,49,3,66.0,66.0,64.0,0.0,0.0
46,89,26,83.0,83.0,85.0,0.0,0.0
46,36,14,49.0,49.0,60.0,0.0,0.0
46,119,26,4.0,4.0,46.0,0.0,0.0
46,74,29,3.0,3.0,1.0,0.0,0.0
46,109,2,39.0,39.0,41.0,0.0,0.0
46,27,5,41.0,41.0,30.0,0.0,0.0
46,3,25,55.0,55.0,73.0,0.0,0.0
46,90,7,122.0,122.0,124.0,0.0,0.0
46,58,15,86.0,86.0,74.0,0.0,0.0
46,79,14,15.0,15.0,15.0,0.0,0.0
46,76,3,10.0,10.0,14.0,0.0,0.0
46,85,20,248.0,248.0,281.0,0.0,0.0
46,22,7,155.0,155.0,144.0,0.0,0.0
46,78,22,19.0,19.0,22.0,0.0,0.0
46,56,7,178.0,178.0,158.0,0.0,0.0
47,31,19,7.0,7.0,7.0,0.0,0.0
47,90,6,191.0,191.0,182.0,0.0,0.0
47,102,25,32.0,32.0,45.0,0.0,0.0
47,11,19,53.0,53.0,56.0,0.0,0.0
47,69,29,3.0,3.0,6.0,0.0,0.0
47,63,23,43.0,43.0,47.0,0.0,0.0
47,26,17,0.0,0.0,0.0,0.0,0.0
47,37,11,32.0,32.0,49.0,0.0,0.0
47,49,3,66.0,66.0,64.0,0.0,0.0
47,34,13,39.0,39.0,36.0,0.0,0.0
47,65,26,99.0,99.0,108.0,0.0,0.0
47,25,23,16.0,16.0,19.0,0.0,0.0
47,45,24,143.0,143.0,166.0,0.0,0.0
47,52,27,95.0,95.0,81.0,0.0,0.0
47,40,28,18.0,18.0,15.0,0.0,0.0
47,93,24,106.0,106.0,102.0,0.0,0.0
47,2,4,89.0,89.0,98.0,0.0,0.0
47,5,21,196.0,196.0,208.0,0.0,0.0
47,24,19,24.0,24.0,27.0,0.0,0.0
47,108,22,49.0,49.0,76.0,0.0,0.0
47,77,25,10.0,10.0,8.0,0.0,0.0
47,20,29,8.0,8.0,7.0,0.0,0.0
47,71,6,73.0,73.0,159.0,0.0,0.0
47,58,11,43.0,43.0,66.0,0.0,0.0
47,10,14,111.0,111.0,112.0,0.0,0.0
47,32,18,10.0,10.0,15.0,0.0,0.0
47,64,25,53.0,53.0,36.0,0.0,0.0
47,36,12,21.0,21.0,25.0,0.0,0.0
47,88,3,40.0,40.0,38.0,0.0,0.0
47,62,5,91.0,91.0,99.0,0.0,0.0
48,72,7,68.0,68.0,66.0,0.0,0.0
48,30,29,0.0,0.0,1.0,0.0,0.0
48,2,14,128.0,128.0,114.0,0.0,0.0
48,5,11,90.0,90.0,83.0,0.0,0.0
48,100,9,203.0,203.0,191.0,0.0,0.0
48,12,11,37.0,37.0,81.0,0.0,1.0
48,105,16,54.0,54.0,41.0,0.0,0.0
48,93,28,6.0,6.0,10.0,0.0,0.0
48,39,27,74.0,74.0,94.0,0.0,0.0
48,11,7,187.0,187.0,207.0,0.0,0.0
48,104,31,0.0,0.0,2.0,0.0,0.0
48,75,27,23.0,23.0,27.0,0.0,0.0
48,50,1,135.0,135.0,108.0,0.0,0.0
48,90,18,145.0,145.0,132.0,0.0,0.0
48,16,21,164.0,164.0,176.0,0.0,0.0
48,98,28,11.0,11.0,10.0,0.0,0.0
48,73,0,30.0,30.0,25.0,0.0,0.0
48,78,21,25.0,25.0,26.0,0.0,0.0
48,67,24,90.0,90.0,84.0,0.0,0.0
48,25,9,100.0,100.0,114.0,0.0,0.0
48,35,8,37.0,37.0,39.0,0.0,0.0
48,37,18,101.0,101.0,116.0,0.0,0.0
48,20,11,41.0,41.0,56.0,0.0,0.0
48,23,28,16.0,16.0,12.0,0.0,0.0
48,108,21,74.0,74.0,96.0,0.0,0.0
48,28,19,14.0,14.0,9.0,0.0,0.0
48,17,17,0.0,0.0,1.0,0.0,0.0
48,113,23,34.0,34.0,28.0,0.0,0.0
48,29,15,10.0,10.0,12.0,0.0,0.0
48,33,3,9.0,9.0,9.0,0.0,0.0
49,40,10,173.0,173.0,191.0,0.0,0.0
49,28,24,11.0,11.0,16.0,0.0,0.0
49,85,21,87.0,87.0,114.0,0.0,0.0
49,22,28,8.0,8.0,15.0,0.0,0.0
49,58,26,95.0,95.0,103.0,0.0,0.0
49,119,21,5.0,5.0,65.0,0.0,0.0
49,117,14,40.0,40.0,42.0,0.0,0.0
49,112,15,37.0,37.0,56.0,0.0,0.0
49,56,1,109.0,109.0,102.0,0.0,0.0
49,29,12,7.0,7.0,5.0,0.0,0.0
49,83,11,48.0,48.0,24.0,0.0,0.0
49,81,25,12.0,12.0,8.0,0.0,0.0
49,93,7,120.0,120.0,128.0,0.0,0.0
49,35,11,36.0,36.0,30.0,0.0,0.0
49,86,26,61.0,61.0,85.0,0.0,0.0
49,90,13,104.0,104.0,112.0,0.0,0.0
49,24,2,77.0,77.0,80.0,0.0,0.0
49,12,1,92.0,92.0,98.0,0.0,0.0
49,44,30,72.0,72.0,76.0,0.0,0.0
49,62,16,59.0,59.0,75.0,0.0,0.0
49,34,1,25.0,25.0,27.0,0.0,0.0
49,45,16,84.0,84.0,97.0,0.0,0.0
49,68,1,95.0,95.0,111.0,0.0,0.0
49,75,1,32.0,32.0,39.0,0.0,0.0
49,36,12,21.0,21.0,25.0,0.0,0.0
49,27,6,50.0,50.0,46.0,0.0,0.0
49,95,8,146.0,146.0,138.0,0.0,0.0
49,70,8,122.0,122.0,99.0,0.0,0.0
49,50,13,176.0,176.0,173.0,0.0,0.0
49,8,10,245.0,245.0,244.0,0.0,0.0
50,26,19,16.0,24.0,14.0,0.4913732679265042,0.0
50,59,18,133.0,189.0,131.0,0.4229000758969848,0.0
50,119,0,2.0,3.0,25.0,0.3428061393386773,0.0
50,50,23,66.0,88.0,60.0,0.3309523726719785,0.0
50,11,4,62.0,83.0,71.0,0.3441851997158798,0.0
50,12,31,0.0,1.0,1.0,0.4234792381052045,0.0
50,68,22,129.0,159.0,121.0,0.2317450844748508,0.0
50,51,0,74.0,90.0,72.0,0.2185067574877863,0.0
50,15,5,108.0,128.0,97.0,0.1869506034007254,0.0
50,64,31,0.0,1.0,0.0,0.3878066734799822,0.0
50,86,15,46.0,59.0,59.0,0.2863697425956844,0.0
50,118,19,26.0,38.0,21.0,0.4790197472548257,0.0
50,95,15,80.0,97.0,68.0,0.2134052782204309,0.0
50,83,19,48.0,57.0,40.0,0.1952583432682683,0.0
50,21,25,46.0,64.0,50.0,0.3905424042883569,0.0
50,4,12,46.0,61.0,51.0,0.3166104174483955,0.0
50,25,13,61.0,80.0,43.0,0.308027913624284,0.0
50,29,10,17.0,21.0,15.0,0.2325710547307058,0.0
50,30,20,33.0,37.0,35.0,0.1330935258123604,0.0
50,114,9,155.0,168.0,168.0,0.086231804959088,0.0
50,76,16,13.0,15.0,13.0,0.1875272572558889,0.0
50,48,6,315.0,423.0,287.0,0.3440898768943861,0.0
50,52,21,188.0,245.0,196.0,0.302803668414784,0.0
50,8,30,66.0,87.0,82.0,0.3115312354810191,0.0
50,70,3,78.0,102.0,62.0,0.3095012615932144,0.0
50,27,16,14.0,20.0,13.0,0.412591495784581,0.0
50,67,0,54.0,62.0,63.0,0.149236415406136,0.0
50,103,1,56.0,66.0,52.0,0.1841573733776735,0.0
50,94,18,111.0,142.0,116.0,0.2777726144994159,0.0
50,62,0,52.0,72.0,56.0,0.3865273999327356,0.0
51,92,11,52.0,52.0,49.0,0.0,0.0
51,85,27,37.0,37.0,42.0,0.0,0.0
51,114,18,79.0,79.0,76.0,0.0,0.0
51,91,18,136.0,136.0,132.0,0.0,0.0
51,38,25,28.0,28.0,59.0,0.0,1.0
51,112,22,69.0,69.0,72.0,0.0,0.0
51,118,15,48.0,48.0,32.0,0.0,0.0
51,11,15,94.0,94.0,90.0,0.0,0.0
51,78,28,4.0,4.0,2.0,0.0,0.0
51,15,7,204.0,204.0,218.0,0.0,0.0
51,105,27,58.0,58.0,48.0,0.0,0.0
51,63,24,82.0,82.0,91.0,0.0,0.0
51,47,25,67.0,67.0,66.0,0.0,0.0
51,111,26,54.0,54.0,62.0,0.0,0.0
51,79,24,11.0,11.0,10.0,0.0,0.0
51,83,12,24.0,24.0,14.0,0.0,0.0
51,117,13,57.0,57.0,61.0,0.0,0.0
51,29,18,29.0,29.0,13.0,0.0,0.0
51,17,14,106.0,106.0,101.0,0.0,0.0
51,52,14,120.0,120.0,111.0,0.0,0.0
51,30,20,33.0,33.0,35.0,0.0,0.0
51,2,7,237.0,237.0,272.0,0.0,0.0
51,62,23,53.0,53.0,52.0,0.0,0.0
51,36,12,21.0,21.0,25.0,0.0,0.0
51,18,11,56.0,56.0,56.0,0.0,0.0
51,66,21,146.0,146.0,149.0,0.0,0.0
51,81,27,14.0,14.0,16.0,0.0,0.0
51,107,12,33.0,33.0,27.0,0.0,0.0
51,86,15,46.0,46.0,59.0,0.0,0.0
51,95,29,6.0,6.0,4.0,0.0,0.0
52,96,23,46.0,66.0,44.0,0.4339540100915752,0.0
52,60,11,66.0,94.0,72.0,0.4289520931238234,0.0
52,73,13,44.0,64.0,36.0,0.4647745246848445,0.0
52,10,30,78.0,97.0,64.0,0.2443187914784442,0.0
52,87,29,7.0,10.0,4.0,0.3628736525731232,0.0
52,46,31,0.0,1.0,1.0,0.3988785928852766,0.0
52,82,14,24.0,33.0,24.0,0.368221529119049,0.0
52,12,18,159.0,202.0,162.0,0.2696896041225746,0.0
52,112,4,42.0,56.0,41.0,0.3230763207804891,0.0
52,63,28,24.0,35.0,14.0,0.4549743599504404,0.0
52,31,1,13.0,16.0,17.0,0.2077635793790965,0.0
52,66,17,0.0,0.0,1.0,0.1195000780673991,0.0
52,5,17,1.0,1.0,2.0,0.4753409188358883,0.0
52,3,23,61.0,67.0,64.0,0.0990093325043305,0.0
52,90,25,47.0,66.0,42.0,0.4055878593251419,0.0
52,115,16,25.0,29.0,35.0,0.1512229569404377,0.0
52,102,9,173.0,216.0,206.0,0.2476810579967787,0.0
52,75,26,44.0,56.0,36.0,0.2658488243567704,0.0
52,11,16,66.0,88.0,75.0,0.3352900440903268,0.0
52,59,2,71.0,94.0,76.0,0.3275896025559234,0.0
52,33,15,14.0,17.0,19.0,0.2060363882889178,0.0
52,94,17,0.0,1.0,1.0,0.2084153617985831,0.0
52,74,20,74.0,96.0,73.0,0.2947752329817757,0.0
52,32,6,29.0,41.0,29.0,0.4042208912784907,0.0
52,89,0,42.0,56.0,39.0,0.3380836317948177,0.0
52,71,6,73.0,96.0,159.0,0.3101627256433293,0.0
52,48,12,54.0,73.0,50.0,0.3512881844686428,0.0
52,20,22,106.0,128.0,126.0,0.2031432678387179,0.0
52,30,15,14.0,18.0,15.0,0.256168988255551,0.0
52,80,10,27.0,37.0,20.0,0.3627518754161073,0.0
53,52,2,80.0,80.0,95.0,0.0,0.0
53,49,8,209.0,209.0,228.0,0.0,0.0
53,115,6,120.0,120.0,125.0,0.0,0.0
53,2,22,138.0,138.0,133.0,0.0,0.0
53,37,21,94.0,94.0,99.0,0.0,0.0
53,83,2,18.0,18.0,19.0,0.0,0.0
53,30,21,23.0,23.0,20.0,0.0,0.0
53,27,0,24.0,24.0,16.0,0.0,0.0
53,99,10,116.0,116.0,112.0,0.0,0.0
53,11,31,1.0,1.0,1.0,0.0,0.0
53,75,12,7.0,7.0,12.0,0.0,0.0
53,92,3,27.0,27.0,36.0,0.0,0.0
53,18,9,261.0,261.0,274.0,0.0,0.0
53,31,25,4.0,4.0,5.0,0.0,0.0
53,66,7,115.0,115.0,147.0,0.0,0.0
